,review,sentiment
43929,"I was fortunate enough to meet George Pal (and still have my DS:TMOB poster autographed by him) at a convention shortly after the release, and asked him why he chose to do the film ""camp"". Before he could answer, two studio flacks intercepted and lectured me on how the studio ""knew best"" and how ""no one will take such a film seriously"". I had been reading the Bantam reprints for a couple of years thanks to a friend (ComiCon attendees of the 1970s will recall Blackhawk and his band? I was in a couple of years of that with him), and had higher hopes than what we got.<br /><br />The flacks insisted that no high adventure would ever be done seriously, and so doing 'camp' was the only way. Several other fans jumped in on my side, with Pal listening as best he could. At the end of the little event, Pal came up to us and apologized, wishing he could have done more and better.<br /><br />STAR WARS put the lie to the flacks, and a year after Pal's death, Spielberg and Lucas proved that Doc Savage could have easily been the next major movie franchise...if it hadn't been for the flacks.<br /><br />Tear out the memory or history of Doc, and the film would have been worth a 6/10 rating as nothing more than a mindless popcorn seller.<br /><br />But destroying the legacy like that was no less an abomination than killing a baby in the crib.<br /><br />Doc Savage can still come to the screen, and survive the inevitable comparisons by the ill-informed to Indiana Jones, but it would have to be done in all seriousness and earnest to reclaim the glory that we should expect from the First American Superhero.<br /><br />SIDENOTES: Yes, there was a second script for ARCHENEMY OF EVIL, and it's a lot more serious. Yes, there was simultaneous footage shot, but mostly establishing shots and very little with actors. And, yes, there _is_ a one-sheet of Ron Ely leaping over a brick wall and blasting at something over his shoulder with a specially built bronze pistol. Ely's wearing a duster over a button down white shirt with a bronze tie, and the words ""DOC SAVAGE: ARCHENEMY OF EVIL...Coming Next Summer!"" POSTSCRIPT: If anyone knows who the studio flacks were that accompanied George Pal in 1975 to San Diego for the convention, smack the idiots up the side of the head and call them the idiots that they are. At the time, they were doing dorkknobs and Fu Manchu in stripes and baggy canvas pants, and carrying Paramount portfolios.",negative
43947,"My watch came a little too late but am glad i watched both this and the sequel together...which makes me compliment the makers of this flick for giving such a pure and basic treatment to the idea of romanticism... and very marginally separating it from the idea of relationships! As a lot has been written about the movie already, it would just be appropriate to highlight few portions of the movie which i personally loved.<br /><br />I think the point where Jesse and Celine make phony phone calls to their respective friends was a very shrewd way of telling each other what they had meant to each other through a journey not even extending 24 hrs... the curiosity of two people who both think the other has made an infallible impact on the other has been very smartly dealt with...<br /><br />On the plot front , making a romantic story work on pure conversation is not an easy job to accomplish..<br /><br />I believe in romantic flicks of such flavor , the characters are not clearly designed even in the writer's and director's mind. What the actors bring out is what becomes of them .. right or wrong even the idea bearers would find it difficult to justify... to become the character, the life the actor gives has to go beyond instructions and the story...here both the actors do just the RIGHT job! Kudos..!!!and Before sunset is another feather which makes this one even more beautiful!",positive
43976,"As a huge fan or the Cracker series, I have been waiting 7 years for the next addition. This Episode I'm afraid just does not live up to the legend.<br /><br />Fitz returns to Manchester after 7 years for his daughters wedding and gets involved in a murder investigation were a soldier, tormented by flash backs from his tour of duty in Northern Irland, goes on a killing spree.<br /><br />What I did not like about this episode is the extremely convenient way it is all set up and how fitz is led to the murderer. It is all fat to far-fetched.<br /><br />There are however some good scenes in flash backs from Northern Irland which are filmed great.",negative
43977,"A fragment in the life of one of the first female painters to achieve historical renown, ""Artemisia"" tells the true story of a young Italian woman's impassioned pursuit of artistic expression and the vicissitudes she encounters. The film features sumptuous costuming and sets and a good cast and acting. However, it is muddled in its attempt to depict the esoterics of the art and the time and is uninspired in its representation of the passion of the artist as painted on canvas and explored through her involvements with men. A good film for those interested in renaissance painting or period films.",positive
43994,"OK, this movie is stupid. I mean that in a good way though.It was stupid on purpose, and was one of the better ""stupid"" movies I've seen. The jokes and gags are purposefully bad, but delivered in a way that it struck all the right notes with me. The supporting characters were pretty shallow and mediocre. There is a pretty weak plot, but it works just fine.<br /><br />Elvira's character is the focus here.She is lovable and adorable.Cassandra Petersen has a world of acting talent that just glows in this movie.On top of that acting talent she had physical attributes which were frankly, stunning. Few men could disagree with that. The parts that show off her figure were also some of the funnier scenes in the movie.<br /><br />I had a smile ear to ear from the first scene to the last.<br /><br />Highly recommended to fans of comedy, and to fans of beautiful women. I wish they had made a dozen more Elvia movies.",positive
44006,"When I'd seen the name of this movie, I'd always thought it was a musical. Like ""The Harvey Girls."" It's not. It's a pudding that overcooked, hit the kitchen ceiling, and was pried off and cobbled together. No music and not a period piece but thoroughly improbable.<br /><br />It starts with patriarch James Woods telling the eldest of his three daughters, a small child who grows to be Barbara Stanwyck, that she must maintain the family name and home.<br /><br />We thus think it is going to be a historical intergenerational tale. And it is, for a brief time. Then it turns into the story of cold-hearted Stanwyck's fight against lawyer George Brent. Why is she so dead set against him? Well, why else? As we learn in a strange flashback sequence narrated by Stanwyck, she had once thought she could inherit some money (for her sisters as well as herself, of course) by marrying. She hit on someone she took to be a country bumpkin, who was in fact budding lawyer Brent.<br /><br />Lest anyone think the child they had, a young man of eight or so at the time of the main plot, is -- well, you know ... They had a hasty marriage and during the very short time they were together, he was conceived.<br /><br />One of her sisters is in love with a painter named Gig Young, who is played by Gig Young. The other sister tries to take him away. Etc., etc.<br /><br />It is a shrill, unengaging mess -- well enough acted but without a shred of logic or plausibility.",negative
44041,"Vovochka is your everyday hooligan vs authority movie. Vovochka, the main character, is branded early as a bad influence on the children in the neighborhood. With the words of wisdom from a couple of grownups he meets along the way, he finds changing his mischievous ways hard, yet worthy of doing. Personally, I found actor who played Vovochka too annoying to sympathize with, however the change of tone of the movie would allow most to feel the emotional struggle Vovochka has when he wants to be good but bad things still happen. This struggle makes the movie a little different than other movies of the same genre, that's the little flavor I meant. All in all, I did not really care for this movie, although it was most likely aimed for a younger audience.",negative
44060,"Good western filmed in the rocky Arizona wilds. Lots of tough guys throughout; Cobern's character seemed to rock back and forth between a raging psycho and a laid back type. Several holes appeared in the picture, but not enough to offset it being exciting and worth seeing. One really dumb scene shows Heston emptying .45 cases of their powder and collecting it in a sack for the purpose of starting a fire. A. To gather that much gunpowder he would have needed a pack mule to carry the ammo. B. The grass was obviously dry: why not just drop a match on it and let 'er rip?",positive
44065,"It seems more than passing strange that such utter dreck as ""Dukes of Hazzard"" and ""The Hills Have Eyes"" (the new version) can find DVD distributors while older - and far superior works such as this film - are nowhere to be found. With all the on-going debate about the morality (or lack thereof) of warfare, and interest in espionage (consider the multiple Jack Ryan, Bourne, XXX, and ""Mission: Impossible"" productions, this would seem to be an obvious choice for release on DVD. True, it LOOKS like a 1968 motion picture because it IS a 1968 motion picture. But style consideration aside, this is still a production that actually has something valuable to say, and has plenty of plots twists to keep an audience entertained. If nothing else, will SOMEBODY please consider getting the soundtrack onto some kind of CD, whether it be a compilation with other Morricone music or as a stand-alone. I don't know if industry people bother to read what we fans have to say about their products, but if you are reading this and other comments, please take us seriously. We are paying for your lavish homes with our hard-earned dollars spent on tickets, DVDs and CDs - give us what we want! All that said, if you are reading this and have not seen this film, lobby for it's release so you may see what those of us who have seen it are talking about. You will not be disappointed.",positive
44084,"Humphrey Bogart in his first starring role looks very young, acts well, but has a pronounced lisp only hinted at later in his career. Still, he's very good and very appealing as the idealistic young inventor of a new airplane motor.<br /><br />Dorothy Mackaill is the real star here, playing a once-rich woman who's torn between her real love for Bogart (he's broke too) and the comfort and security of marrying an older man (Hale Hamilton).<br /><br />Along for the ride are Astrid Allwyn as Bogart's trampy sister, Bradley Page as her would-be producer, Barbara Leonard as the cosmetologist, Jack Kennedy as Gilligan, and Halliwell Hobbes as the faithful (and wise) butler).<br /><br />Both Mackaill (whi had been a star in silent films) and Bogart were trying to gain a toehold in talkies in 1932. Bogart was a slow-rising actor from the Broadway stage; Mackaill was slipping and would soon appear in skid-row production like PICTURE BRIDES. Yet they are both very good here. Mackaill wasn't even 30 when she appeared in this film!",positive
44091,"Well, this is about as good as they come. There are arguments about whether Hitchcock was only a ""master of commercial suspense"" or maybe a ""compulsive technician"" -- or was he really ""deep."" Nobody knows precisely what terms like that mean, but it's legitimate to ask if, at his best, he could not have been all three things at once.<br /><br />In this one he seems to be about at his peak. Hardly anything in it is accidental. It abounds with doubt, ambiguity, and wit. And the story is engrossing, Patricia Highsmith apparently having complexes similar to Hitchcock's own.<br /><br />I'm sure the plot has been thoroughly outlined elsewhere so I won't bother going into it. I'll just point out five on screen incidents that Hitchcock is undoubtedly responsible for.<br /><br />Bruno Antony (Walker) has followed Miriam (Laura Miller) and her two boyfriends to a carnival at night with the intent of murdering her. She's noticed his attention and is innocently flattered by it.<br /><br />1. Laura and her two friends rent an electric boat to go through The Tunnel of Love and then to an island in the center of the lake. Walker is right behind them, smiling, in his boat -- Pluto. ""Pluto."" It's not an allusion to the Walt Disney cartoon character. It's a reference to Pluto, also called Hades, a god of the underworld in Greek and Roman mythology. This tiny touch can't be an accident. And the ""underworld"" that Walker represents is not just a literal hell, but the underworld of the human mind. I hate to say he's a Jungian ""shadow"" but that's what he is. (Did Carl Jung see this movie? He was alive at the time of its release -- but probably not.) 2. Now, this is a deadly serious sequence, right? Walker is a lunatic who is about to murder a woman he doesn't even know. Imagine the way this would have been laid out by most directors. A night-time stalking through a crowded carnival, stealing from shadow to shadow, the killer peering from behind the canvas walls, and so forth. What does Hitchcock show us? When Walker first comes through the gates, concentrating on his victim, a little boy in a cowboy suit, holding a balloon, runs up and shouts, ""Bang! Bang! You're dead!"" Walker jerks his head back in surprise and glares down indignantly at the kid. And when the kid starts to walk away, Walker darts his cigarette at the balloon and pops it, then continues his pursuit without another glance. That's one way Hitchcock treats impending doom.<br /><br />3. The famous strangling reflected in the fallen eyeglasses, which has been aped innumerable times.<br /><br />4. Miriam and her friends stop at one of those devices that you pound with a big mallet, sending a kind of hockey puck up the shaft to measure the strength of your blow. One of her boyfriend whams it and the puck doesn't reach the bell at the top. Under Miriam's delighted and admiring gaze, Walker smiles and rubs his hands together, then picks up the mallet, slams it down, and the puck bangs against the bell. She's thrilled. He puts the mallet down, looks at her, grins, and WAGGLES HIS EYEBROWS at her like a ten-year-old showoff! 5. After the discovery of Miriam's body, while whistles blow and people shout, Walker leaves the carnival and encounters a blind man waiting at the curb. Walker takes the old fellow by the arm and leads him across the intersection, gravely holding up his hand to stop the traffic. A macabre joke.<br /><br />These incidents and others all take place during the ten or fifteen-minutes of the carnival visit. (Robert Walker's performance is exceptional throughout.) It's essentially a kind of invitation to be noirish. (Cf: ""Ride the Pink Horse"") But the menace of the scene is undercut by Hitchcock's insistence on irony and distance. None of the familiar noir techniques are employed. There's nothing really ""creepy"" about it. And the murder itself is hardly a savage one. I don't think that any director other than Hitchcock would have handled it the way he did. It would have been all menace and shadows, hiding places, abortive attempts, scowls instead of grins.<br /><br />Not that it's an entirely flawless movie. A flawless movie is not yet with us. Some of the middle section is a bit slow going and Farley Granger, although a nice guy, is stolid, dull, and rather stupid. His new girl friend is just dull.<br /><br />Hitchcock was to treat the misattribution of guilt with deadly seriousness in ""The Wrong Man."" I'm not sure Hitchcock ever thought about the difference between legal guilt and moral guilt. The latter was imposed on him at an early age by his Catholic education. ""Original sin"" -- you're BORN with it -- and all that. In filmed interviews, he always glibly explained away his fear of the police and of authorities generally by telling a story about his father taking him to the police station to put a scare into him after some peccadillo. We're justified in asking if that was only what psychoanalysis calls a ""screen memory."" I hope you get the pun. I know, I know. It's strained and inept but I spent a good deal of valuable time thinking it up.",positive
44116,"Ugh. Yes, it's exactly like the McMartin mess, or the horrific arrests in Wenatchee, Washington. In the movie, the mother keeps aggressively questioning her little boy, over and over and over, until he finally tells her what she obviously wants to hear. The court investigators and ""therapists"" repeat the pattern. The questioning itself is sexually creepy, a relentlessy repeated assault in its own way.<br /><br />The moviemakers throw in a doctor talking about physical evidence of abuse, maybe to justify the film's point of view: that two- to four-year-olds never make ""things like this"" up. Well, they will if every adult they know is asking them to. The way this piece endorses such discredited interrogation techniques makes watching it an exercise in frustration for anyone who knows what it takes to get a successful prosecution in real life. <br /><br />(They also add a special arrest incident towards the end to ""prove"" their case -- no parallel to this fictional incident ever occurred in real life. Can't say more here without turning this into a spoiler, but you'll know it when you see it.)<br /><br />Yes, children are abused, sometimes by paid care providers. But to watch a movie which affirms the ludicrous, hysterical accusations against so many totally innocent people, to watch re-creations of the trials that ruined the lives of countless children as well as the lives of the accused -- I didn't think I'd last until the end. It's just too sad, and made more so by the writing team's seeming endorsement of the abusive, paranoid, obsessional questioning techniques that started -- what can we call it? The bonfire of the sanities? <br /><br />No one I know has ever been accused of child abuse, thank heaven, but my 12-times-over-great grandmother was accused of witchcraft and killed for it. Mobs filled with what they think is holy anger are just as dangerous now as three hundred years ago. Sensational drivel like this -- ""These accusations of Satanic abuse are cropping up all over the country, there must be something there!"" ""So tell the jury that!"" -- just eggs them on. <br /><br />And whoever thought it was a good idea to have kids under ten, some of them under five, play these roles? It's traumatic to watch them delivering their lines; how much more traumatic was it to act these parts? The moviemakers' commitment to fight child abuse apparently doesn't apply to themselves. And what were the child-actors' parents THINKING? ""Melinda"" (uncredited, at least in the version on the A&E Network in 2005, but I think it was Cassy Friel) and ""Teddy"" (Brian Bonsall) were terrific. Professionals or not, though, they were too young to be exposed to this material, much less to be paid to act it out. Despite ruthlessly exploiting these real-life children, ""Do You Know The Muffin Man"" got an Emmy nomination for directing -- which just goes to show how crazed things were, back in 1989.",negative
44138,"Your attitude going into Prom Night II will determine how much joy you take away from the film. If you're expecting a horror masterpiece, look elsewhere. If you like campy movies that are rather fun to watch unfold, you'll like this. Lisa Schrage has the time of her life playing an over the top Mary Lou and Wendy Loyd channels Schrage's rage perfectly during her time ""possessed"".<br /><br />Not classic cinema but a fun way to kill a couple of hours with a wicked ending.<br /><br />",negative
44140,"Dario Argento is a filmmaker I'm slowly getting into, following the iconoclastic efforts of Deep Red and Suspiria; he's not a filmmaker to always care directly about silly things like ""plot"". That might be his one minor (but, for me, apparent) liability: he won't let a little thing like common sense screw up his plan for his elaborate killing sequences, as his killer(s) can go through any kind of elaborate set-up of being invisible, until revealing past the point of the POV tracking shots of said psychopathic killer. But it's thrilling to see a filmmaker take chances like this anyway, of a pure Italian aesthetic making its way into the soul of a Hitchcockian warp (in fact, as a note of interest, if one has recently seen the Scorsese short film where he took three pages of an un-filmed Hitchcock film, which also took place in an Opera, Argento had it beat by almost twenty years, probably with no knowledge of the text). It's also unabashedly 80s (CD players and heavy metal and the hair, oh my!) and with an absurdity that makes it all the more palatable to swallow.<br /><br />The story is simple: an opera of Macbeth is being produced, with high-stylized pyrotechnics and trained ravens. There's even a talented up-and-coming star replaced at the last minute, Betty, played by Marsillach. But a murder occurs during the premiere- interrupted not by that but by a falling light- and now the killer is after Betty! She can't go to the police (how can she let out that the opera is really cursed?), but will that matter in the face of a killer who won't let up? One has probably seen premises like this played out in other Argento films- girl being chased by a killer- but it's how Argento, like De Palma, constructs and executes his sequences, and adds a distinctive flavor of his own to add touches of bizarre humor (the breakout of the ravens to attack the killer, and the subsequent version of pointing out in the lineup), a kind of over-stylization ala Leone (the bullet through the peephole through the door probably inspired a similar shot in Kill Bill 1), and even sado-masochistic inspiration with the pins taped to Betty's eyes, more than once! <br /><br />Argento puts his actress through the wringer, and she's all game for it, even when things seem to just go into 'what-the-hell' territory (I was throwing up my hands almost saying I give up when she is led down the secret passage by the little girl, as if suddenly we're in Aliens now). And through such dark genre material Argento keeps the violence thick and fresh, the suspense about as much as that with opera music coming right out of a speaker of a stereo system, and a cinematographer who may have had a few drinks (and rightfully so!) during some scenes the way they're shot and vibrate to a heart-beat. It should be considered trash, but it's elevated past any limitations of the genre by the ballsy attitude of the director, this in spite of a silly ending- sillier than anything that preceded what came before it (thanks little lizard)- and an attempt to break the Macbeth curse, which, unfortunately, didn't seem to happen in real life on the set of Opera. 8.5/10",positive
44150,"Several posters have quoted Renoir voicing his desire to make a film showing Ingrid Bergman smiling to camera. The short answer is wouldn't we all whilst the harsh reality is that only a select few got to do so. At this stage of her career Bergman couldn't get arrested; in 1949 she left Hollywood to make a picture in Europe, fell for director Roberto Rossellini and never looked forward. After five turkeys in Italy she was probably ready to open a vein but within the year, after making this for Renoir, she was back where she belonged and with an Oscar to boot for Anastasia. This is one of three movies that Renoir made in color around this time and on balance it's better than The Golden Coach, which isn't hard, and about even with French Can Can. Renoir probably figured that with so much going for her Bergman could get away with a couple of wooden leading men and Renoir picked two doozys in Jean Marais and Mel Ferrer, solid mahogany in both cases. The plot is actually based on a real incident in French history but Renoir is content to give it a once-over-lightly and concentrate on replicating the paintings of his father in set up after set up. In its pastel colors it resembles another film of the period Les Grandes Manouvres which is no bad thing. All in all it remains a pleasant trifle showcasing a beautiful and charismatic actress.",positive
44156,"This movie is simply awesome.It was a very sensitive issue and movie was superb.This movie did not create any controversy in India (as far as i know) and its publicity was also kept low.Initially i thought that this movie would simply be a waste of time since most of the Indian directors and producers used to change the theme even though its very sensitive and adds a love story in original story and spoils the whole thing...most of the Indian viewers would agree on this topic if they remember Ashoka, Mangal Pandey,LOC etc..<br /><br />There have been so many movies in India which would have become milestone or mega hits if the love story part would not be unnecessarily added.<br /><br />But its treatment is pretty similar to Pinjar movie (also a must watch).<br /><br />If it counts then i would like to thank Anil Kapoor ( producer ) and Firoz Abbas Khan ( the director) for making such a great movie..",positive
44161,"stuey unger was a card playing legend. he was quoted in an interview as saying, ""Some day, I suppose it's possible for someone to be a better No Limit Hold'em player than me. I doubt it, but it could happen. But, I swear to you, I don't see how anyone could ever play gin better than me."" there's a gin rummy scene in this movie that is so amazing you could have plopped it in 'X-Men' as a showcase for a superhero's mutant power. that's how incredible this man was.<br /><br />i have a few minor problems with this movie. as dark as this movie was, stuey's real life was darker. poker pro todd brunson said, ""During the last World Series of poker, Bob Stupak, Mike Sexton and I had a drink and talked about Stu. Mike told us how he could barely talk, hadn't showered in weeks and how his fingers were burned black by a crack pipe."" in the film, michael imperioli looked far too healthy to be stu unger in the final years of his life. when stuey won his last wsop he looked like a skeleton, but let's face it, this production lacked both the time and the ""deniro"" to make that kind of transformation. my other problem was that i wish there was more poker playing, with actual hands and situations. sure it might have bored the average non poker enthusiast, but it would have been nice for the hardcores. too bad the movie wasn't 6 hours or so longer.<br /><br />i watched the movie with 3 non poker players and they all thoroughly enjoyed it. just like you don't have to be a former member of the colonial army to enjoy Gibson's ""the patriot"", you don't have to be a poker player to see this gem. can't wait for the DVD. (8 out of 10)",positive
44165,"My personal opinion is that this movie had no real story line to the first john carpenter's vampires but i don't care I LOVED IT. Jon Bon Jovi (Derek) was great in this movie. He really mad me believe that he was the person you would never think he was a famous ROCKSTAR. There were some bad things about this movie. Like the story line,there should have been more to the movie.there should have been a sequel to the movie that followed the movies story line and they should have kept the same main characters in all three vampires movies. i really liked the clothes that the people wore and the setting they pick in Mexico. i liked how it was old Mexico and not new Mexico. with the clay houses and the old fashion churches. i was a little confused with the vampires and how they were able to walk in churches but it was cool how they didn't follow Dracula vampire rules.",positive
44194,"Guns blasting, buildings exploding, cars crashing, and that's just the first ten minutes. <br /><br />This action-packed film involving a rogue ex-CIA mercenary who can't seem to die no matter how many times he's shot (hence the title) is pretty decent. <br /><br />Tough and toothy Gary Busey, usually cast as a villain in these kinda flicks, has his usual crazy charm but is a bit more subdued: after all he's carrying the entire show. Which doesn't mean there isn't a lot of terrific supporting roles including William Smith, Luke Askew, Mills Watson, R.G. Armstrong, Henry Silva, Lincoln Kirkpatrick, Thalmus Rasulala, and several other ""forgotten"" character-actors. <br /><br />There's enough smaller action sequences to hold up the entire story: Busey has to free a group of ""kidnapped"" American military elites and return a high-tech ""supertank"" (a normal tank with a cheesy add-on pasted to the top) back to the States. <br /><br />But does America deserve this killing machine any more than the bad guys? This question is asked, of course, like in any film centering on the CIA... but without getting preachy.",positive
44196,"Not on the same level as Ring (or Ring 2) but still a good Japanese horror flick nonetheless. I wish North American horror producers would take a page out of the Japanese horror template and put more 'spookiness' and less cheap shocks in their flicks. Lots of good examples in this one, scenes where a whited out face is scene staring behind a young actress, photographs on a wall are suddenly glimpsed smiling, just for a second, and more. Worth checking out if you like the genre.",positive
44213,"There have been many (well, more than a few in any case) attempts over the past 30 years to create film that has an ""otherworldly"" appearance. Supposing that this is a Film Director's wish to distance himself from other movies, or simply to gloss over the low-budget and shabby look, ""Begotten"" is on the top echelon of this pile.<br /><br />Apart from the peerless ""Eraserhead"", anyway.<br /><br />Merhige's painstaking process of artificially degrading his film changes it's structure completely (imagine what this film would have looked like in glorious, standard Technicolour) - It can almost be envisaged as an artifact from another, unknown culture. Some images are so far removed from what we expect to see on the screen, they disturb mainly as they are dislocated. This is not ""Last House On The Left"" disturbance, more like leaving-your-cave-for-the-first-time-and-seeing-the-sun disturbance.<br /><br />Watch this Fever-Dream if you get the chance, and relish. Remember, they make other, more standard films every day. They can wait.",positive
44222,"I saw this movie when I was really little. It is, by far, one of the strangest movies I have ever seen. Now, normally, I like weird movies, but this was just a bit too much.<br /><br />There's not much of a plot to the movie. If anything, it starts out like Toy Story, where toys come to life, and Raggedy Ann and Andy go on an adventure to rescue their new friend, Babette. From there, craziness ensues. There's the Greedy, the Looneys, a sea monster named Gazooks, and a bunch of pirates singing show tunes, all of which just made the movie weirder. Also, I can't help but feel that Babette is annoying and a bit too whiny. She definitely didn't help the movie.<br /><br />Now, even though I didn't like this movie, there were a few cute parts. I liked the camel's song. Even though it was a song about being lonely, it had a friendly feel to it. Then, there was Sir Leonard. While most of the Looneys were just plain nuts, Sir Leonard was the most interesting and probably the funniest. King Koo Koo was just a little dirtbag that made Dr. Evil look like a serious villain. Also, there was Raggedy Andy's song, No Girl's Toy. It was definitely good song for little boys who wanted to act tough. But, honestly, even these things didn't make the movie any better. (But remember, this is just my perspective.) <br /><br />While I personally wouldn't recommend this movie, even I have to admit, it does have its charming moments. See it if you're interested, but only if you're in the mood for something ""really"" out of the ordinary.",negative
44259,"OK where do I start? I saw a screening a couple weeks ago and I was shocked how bad this movie is. Sure if you just LOVE Beverly Hillbillies and Green Acres (bad acting) and you think they are the best TV shows on air then you will definitely love this movie. Me, personally, I really like George's work and he is very talented, but comedy is not his forte. Some people are natural in comedy and I am sure he is great & funny to work with personally but comedy he can not pull it off on the big screen. It was a cute movie but would I pay $12.00 to see it? H&LL no !!!! Now that I have seen it I would not recommend it to anyone to spend their money. George, buddy, I love you but please don't do any more comedies? This script is lacking a lot, great concept but just didn't do it.",negative
44262,"This is the version that even the author hated, because it's so schmaltzy. They gave it a 'happy ending' and changed a lot of the dialogue, and it's just a big pile of saccharine. The 'stage manager' is quite good, I believe he originated the role, but everyone else falls into that acting style of the 40's that is really just posing. The one great feature- the music. This has one of the best scores ever recorded, and it's worth seeking out in a record shop. Overall I think the 1989 Spalding Grey/ Eric Stoltz/ Penelope Miller version is far superior.",negative
44269,"This is one of those movies that was never publicized and therefore was missed when it originally played in the theaters.<br /><br />I came across it while switching TV channels and was immediately engrossed in this story of an aging rodeo bum whose recklessness and lack of responsibility hurt everyone around him. I've often wanted to see the movie again but couldn't even remember its name, and have never seen it in the rental stores.<br /><br />James Coburn and Slim Pickens were excellent in their roles, and the rodeo footage was first rate. While being an action movie and having a western setting and theme it could be enjoyed by anyone regardless of their taste in films.",positive
44275,"The Box is one of the strangest movies I have ever seen. To explain my experience, let me use this word picture: Imagine that you have been binging on pixie sticks and paint fumes for the last month while watching nothing but Twilight Zone reruns. The resulting coma lands you in a hospital, where the nurse seems to get a kick out of shooting adrenalin into your IV. The dream that you have while in the coma will be something like this movie.<br /><br />SUMMARY: A man shows up at the door of a couple. He gives them a box with a button on it. Press the button, they will get a million dollars in cash and a person they don't know will die. I'll try not to spoil anything, but from there things devolve into a plot so intertwined and complex and purely original that it will make you question your sanity. But hey, most of us have been sane for a while now, and change is good.<br /><br />PROS: Amazing storyline, overall good acting, not a slow moment once it gets going. It asks questions of human morality that are rarely, if ever asked in popular culture. This movie is deep, it has meaning. Its not summer blockbuster special effects fluff (not that there's anything wrong with that); this movie had a relatively low budget and it showed in some places. But i think it is perhaps that very thing that makes me like it so much.<br /><br />CONS: The first twenty minutes, before it gets going, are really quite slow. At the end of the movie, you will be so confused that you just have to sit down and think for a good half hour. I can guarantee that this movie will not get rave reviews from your peers or most critics; it is far too strange and there aren't explosions every three seconds. In fact there are no explosions of any kind in this movie (besides your brain popping from trying to understand exactly what the heck just happened). Personally I don't think this is a bad thing, but many will.<br /><br />RATING: Easily a 9/10. I have never had an experience like watching this movie. The only reason I can't give it a 10/10 is that it is just too wrapped up in itself. There are several large things left unexplained at the end that are still bugging me as I sit here writing this. But overall, this is the best experience I have had in a movie theater in quite a long time. But be warned, you will not like this movie if you can't sit back, turn on your suspension of disbelief to about 150%, and prepare your brain to do some impressive acrobatics.<br /><br />Visit www.thestuffblag.com for more reviews",positive
44287,"This movie tells the tender tale of a demented scientist who, after his fiance is decapitated, goes around ogling strippers so that he can find a suitable body to attach her noggin to. Everyone in this movie exudes more slime than a snail, particularly our protagonist.",negative
44291,"Not exactly a new story line, but this romantic comedy makes the concept work. A young man(John Cusack) and a drop dead gorgeous woman(Kate Beckinsale)keep meeting by chance and wonder if they are meant for each other. Although both are promised to others...oddly enough they still feel that their soul mate is out there somewhere. A little sappy in some places, but viva la love. Being a romantic I am almost obligated to be riveted. My favorite scene is where Cusack is on the ground and snow starts falling. The finale is almost too sweet, but most deserving. This is not one of Cusack's deeper roles, but who in the hell could not be smitten by Beckinsale. Notable support is provided by Jeremy Piven and Molly Shannon. John Corbett plays the worst role I've ever seen him in. On the other hand Eugene Levy is quirky and funny. Watch this with your soul mate.",negative
44309,"Russell Hopton acted in many films until his death in 1945. He only directed 2 and ""Black Gold"" was one, (the other was also from 1936). Frankie Darro had a sometimes abrasive screen presence but in this he was playing a good kid. He was obviously quite popular on the ""quickie"" circuit - he made so many films. In this one he plays the son of an old oil rigger who is convinced that he will strike oil very soon.<br /><br />J.C. Anderson (Berton Churchill) is trying to convince the old man to sell up as he knows there is going to be oil struck at any moment. A geologist, Henry, comes on the scene and helps ""Fishtail's"" dad. He also convinces ""Fishtail"" to go to school regularly. Henry has his eye on Cynthia, the pretty teacher. This was Gloria Shea's last film - she had begun her career as Olive Shea in ""Glorifying the American Girl"" (1929). ""Fishtail's"" dad is killed when the rig is sabotaged and Henry is determined to bring Anderson and his cronies to justice. When Henry is kidnapped Anderson tries to persuade ""Fishtail"" to sell his oil lease. It all ends well with oil being struck and ""Fishtail"" going to Military school.<br /><br />It is okay for a rainy day.",negative
44315,"Closer to reality and containing more depth than ""Breakdance"", Stan Lathan's ""Beat Street"" is still a pretty dull show. Again this pic is really only cashing in on the 'breakin' craze but at least we get a little bit of entertainment from the plot, which concerns the lives of three young friends and a younger brother, all growing up in Queens, New York. Each has their own unique talent. One is a hustler, one a d.j., another an artist who creates 'burners', while little bro' Lee is a hot 'hip hop' dancer.<br /><br />Lathan is unable to generate any real audience interest in the story though, and his young cast are likewise struggling with their characters. Therefore it is left almost entirely to the funky music and the 'fresh' dancing to save the day.<br /><br />Choreography is again sharp for both club and street scenes, but this alone is not enough to lift """"Beat Street"" to greater heights. Unfortunately the film really falls flat late on, after showing a glimmer of hope that it just might get interesting.<br /><br />Sunday, August 25, 1996 - Video",negative
44316,"There are so many words I want to use to describe this movie, but can't really do that can I? This movie is a movie to watch if you just want to sit, laugh, cry and then pee. I'm serious. Don't watch this movie if you're easily offended by profanity, sex, nudity, homosexuality...and everything else associated with nature. Being a woman, and that might not even be a factor, I can watch this movie over and over again. Trey Parker and Matt Stone are absolutely brilliant. Along with all their other debuts, I think Baseketball is the prize winner. I'm laughing now just thinking about some of the stupid things they do in the movie. Watch the movie!! That's all I'm going to say. It's sort of hard for me to leave this comment because I'm one of those people, like Ozzy Osbourne, who has a curse word in almost every line that blurts out of their mouth when they speak. So I'm keeping it professional. Best movie. Heck yeah!!",positive
